movie_id,company_id,company
11465,41,"Orion Pictures"
17190,9195,"Touchstone Pictures"
9085,4,"Paramount Pictures"
17819,6194,"Warner Bros."
59585,5,"Columbia Pictures"
32855,6194,"Warner Bros."
29185,9195,"Touchstone Pictures"
32059,8411,"Metro-Goldwyn-Mayer (MGM)"
4486,806,"Téléfilm Canada"
10345,33,"Universal Pictures"
14621,6194,"Warner Bros."
19118,4,"Paramount Pictures"
14372,8411,"Metro-Goldwyn-Mayer (MGM)"
9972,559,"TriStar Pictures"
9494,559,"TriStar Pictures"
17362,559,"TriStar Pictures"
9942,4,"Paramount Pictures"
9686,9195,"Touchstone Pictures"
39002,12,"New Line Cinema"
43345,441,"Columbia Pictures Corporation"
31606,41,"Orion Pictures"
20006,6194,"Warner Bros."
8867,1950,"New World Pictures"
331,56,"Amblin Entertainment"
11467,5,"Columbia Pictures"
1548,60,"United Artists"
13403,12,"New Line Cinema"
869,306,"Twentieth Century Fox Film Corporation"
36095,881,"Daiei Studios"
20307,33,"Universal Pictures"
20307,10210,"Morgan Creek Productions"
10135,60,"United Artists"
10135,1885,"Silver Pictures"
32261,14,"Miramax Films"
11185,559,"TriStar Pictures"
47045,5,"Columbia Pictures"
12478,10210,"Morgan Creek Productions"
31083,8411,"Metro-Goldwyn-Mayer (MGM)"
24077,10163,"Working Title Films"
9618,6194,"Warner Bros."
16560,559,"TriStar Pictures"
31608,9195,"Touchstone Pictures"
22102,5,"Columbia Pictures"
6951,9195,"Touchstone Pictures"
11959,41,"Orion Pictures"
2616,33,"Universal Pictures"
249,306,"Twentieth Century Fox Film Corporation"
11342,1950,"New World Pictures"
183,33,"Universal Pictures"
8494,559,"TriStar Pictures"
41784,806,"Téléfilm Canada"
2148,41,"Orion Pictures"
42033,1950,"New World Pictures"
11308,41,"Orion Pictures"
2057,8411,"Metro-Goldwyn-Mayer (MGM)"
9880,2,"Walt Disney Pictures"
5175,12,"New Line Cinema"
11385,4,"Paramount Pictures"
4484,60,"United Artists"
44414,8411,"Metro-Goldwyn-Mayer (MGM)"
20391,4,"Paramount Pictures"
12584,4,"Paramount Pictures"
11542,6194,"Warner Bros."
17169,6194,"Warner Bros."
39176,41,"Orion Pictures"
33214,364,"The Rank Organisation"
2770,33,"Universal Pictures"
12610,2785,"Warner Bros. Animation"
12610,6194,"Warner Bros."
1933,7405,"Dimension Films"
13496,10210,"Morgan Creek Productions"
21055,7571,LionsGate
1722,14,"Miramax Films"
1722,33,"Universal Pictures"
9896,4,"Paramount Pictures"
9683,9195,"Touchstone Pictures"
2779,27,"DreamWorks SKG"
2294,7405,"Dimension Films"
10016,3287,"Screen Gems"
26602,6194,"Warner Bros."
13966,288,"BBC Films"
742,235,"Nordisk Film"
8922,60,"United Artists"
21118,14,"Miramax Films"
16314,9195,"Touchstone Pictures"
18885,559,"TriStar Pictures"
40508,559,"TriStar Pictures"
5922,4,"Paramount Pictures"
12508,6194,"Warner Bros."
25462,3287,"Screen Gems"
44321,5358,Canal+
20857,4,"Paramount Pictures"
2185,9195,"Touchstone Pictures"
10696,306,"Twentieth Century Fox Film Corporation"
10696,441,"Columbia Pictures Corporation"
2034,79,"Village Roadshow Pictures"
2034,6194,"Warner Bros."
48834,3324,"British Broadcasting Corporation (BBC)"
11521,41,"Orion Pictures"
21028,5120,Mosfilm
27327,306,"Twentieth Century Fox Film Corporation"
35200,60,"United Artists"
22874,6194,"Warner Bros."
11576,60,"United Artists"
43802,6,"RKO Radio Pictures"
9660,10330,"Universal International Pictures (UI)"
15393,33,"Universal Pictures"
1644,306,"Twentieth Century Fox Film Corporation"
16380,4,"Paramount Pictures"
12103,79,"Village Roadshow Pictures"
12103,508,"Regency Enterprises"
12103,10104,"New Regency Pictures"
11313,79,"Village Roadshow Pictures"
11313,97,"Castle Rock Entertainment"
11313,6194,"Warner Bros."
9398,4,"Paramount Pictures"
9398,79,"Village Roadshow Pictures"
35066,15278,"British Broadcasting Corporation (BBC)"
10866,508,"Regency Enterprises"
10866,10104,"New Regency Pictures"
34549,2,"Walt Disney Pictures"
9778,14,"Miramax Films"
166,9,Gaumont
42787,4,"Paramount Pictures"
1623,306,"Twentieth Century Fox Film Corporation"
13612,33,"Universal Pictures"
16769,33,"Universal Pictures"
42158,441,"Columbia Pictures Corporation"
1716,3823,"TF1 Films Production"
3172,8411,"Metro-Goldwyn-Mayer (MGM)"
17708,9195,"Touchstone Pictures"
570,5358,Canal+
570,6916,"Arte France Cinéma"
570,18367,"Centre National de la Cinématographie (CNC)"
1018,5358,Canal+
11380,12,"New Line Cinema"
984,6194,"Warner Bros."
14811,60,"United Artists"
55727,8411,"Metro-Goldwyn-Mayer (MGM)"
9585,8411,"Metro-Goldwyn-Mayer (MGM)"
768,306,"Twentieth Century Fox Film Corporation"
2100,27,"DreamWorks SKG"
11091,5,"Columbia Pictures"
11845,94,"ARTE France Cinéma"
11845,694,StudioCanal
9081,43,"Fox Searchlight Pictures"
34043,14,"Miramax Films"
9378,441,"Columbia Pictures Corporation"
9378,6194,"Warner Bros."
141,306,"Twentieth Century Fox Film Corporation"
10034,9195,"Touchstone Pictures"
11457,12,"New Line Cinema"
11456,4,"Paramount Pictures"
585,2,"Walt Disney Pictures"
585,3,"Pixar Animation Studios"
10796,5,"Columbia Pictures"
11088,10210,"Morgan Creek Productions"
9889,306,"Twentieth Century Fox Film Corporation"
45964,441,"Columbia Pictures Corporation"
13408,1632,Lionsgate
671,6194,"Warner Bros."
17731,328,"TLA Releasing"
11469,306,"Twentieth Century Fox Film Corporation"
11469,508,"Regency Enterprises"
11469,10104,"New Regency Pictures"
14369,9195,"Touchstone Pictures"
1535,33,"Universal Pictures"
1433,9335,"Canal+ España"
1999,14,"Miramax Films"
78076,9266,"American International Pictures (AIP)"
12472,33,"Universal Pictures"
16085,441,"Columbia Pictures Corporation"
16441,8411,"Metro-Goldwyn-Mayer (MGM)"
11422,33,"Universal Pictures"
40739,306,"Twentieth Century Fox Film Corporation"
10656,9,Gaumont
32847,6194,"Warner Bros."
39938,6,"RKO Radio Pictures"
43510,306,"Twentieth Century Fox Film Corporation"
35284,441,"Columbia Pictures Corporation"
14584,441,"Columbia Pictures Corporation"
23805,5,"Columbia Pictures"
34388,4,"Paramount Pictures"
3537,8411,"Metro-Goldwyn-Mayer (MGM)"
6974,9266,"American International Pictures (AIP)"
26398,9266,"American International Pictures (AIP)"
10649,6194,"Warner Bros."
17689,6194,"Warner Bros."
10847,97,"Castle Rock Entertainment"
27591,9266,"American International Pictures (AIP)"
299,6194,"Warner Bros."
42160,306,"Twentieth Century Fox Film Corporation"
10650,6194,"Warner Bros."
8007,306,"Twentieth Century Fox Film Corporation"
13503,7405,"Dimension Films"
161,79,"Village Roadshow Pictures"
161,6194,"Warner Bros."
31682,10330,"Universal International Pictures (UI)"
8342,850,Eurimages
8342,2683,"Rai Cinema"
23111,441,"Columbia Pictures Corporation"
42597,5,"Columbia Pictures"
194,591,"France 3 Cinéma"
194,5358,Canal+
11397,441,"Columbia Pictures Corporation"
1903,4,"Paramount Pictures"
11889,14,"Miramax Films"
11889,288,"BBC Films"
9428,9195,"Touchstone Pictures"
1649,41,"Orion Pictures"
24264,441,"Columbia Pictures Corporation"
27150,441,"Columbia Pictures Corporation"
26978,441,"Columbia Pictures Corporation"
19209,441,"Columbia Pictures Corporation"
8386,33,"Universal Pictures"
12312,508,"Regency Enterprises"
12312,711,"Fox 2000 Pictures"
11232,14,"Miramax Films"
120,12,"New Line Cinema"
11086,79,"Village Roadshow Pictures"
11086,97,"Castle Rock Entertainment"
453,23,"Imagine Entertainment"
453,27,"DreamWorks SKG"
453,33,"Universal Pictures"
42612,4,"Paramount Pictures"
18783,441,"Columbia Pictures Corporation"
14683,9266,"American International Pictures (AIP)"
8489,441,"Columbia Pictures Corporation"
12660,9349,Film4
10269,60,"United Artists"
10950,12,"New Line Cinema"
1365,35,"Lions Gate Films"
6440,14,"Miramax Films"
14580,5,"Columbia Pictures"
28296,441,"Columbia Pictures Corporation"
6037,441,"Columbia Pictures Corporation"
27099,6916,"Arte France Cinéma"
11857,4,"Paramount Pictures"
6312,3823,"TF1 Films Production"
6312,5358,Canal+
11595,4,"Paramount Pictures"
26337,41,"Orion Pictures"
77074,60,"United Artists"
10170,8411,"Metro-Goldwyn-Mayer (MGM)"
18317,3324,"British Broadcasting Corporation (BBC)"
98491,9266,"American International Pictures (AIP)"
26686,5,"Columbia Pictures"
61934,441,"Columbia Pictures Corporation"
848,4,"Paramount Pictures"
848,3166,"Walt Disney Productions"
31603,8411,"Metro-Goldwyn-Mayer (MGM)"
4965,7405,"Dimension Films"
11891,306,"Twentieth Century Fox Film Corporation"
11888,2,"Walt Disney Pictures"
150,4,"Paramount Pictures"
112,76,"Zentropa Entertainments"
20678,5,"Columbia Pictures"
15050,8411,"Metro-Goldwyn-Mayer (MGM)"
10423,33,"Universal Pictures"
11710,4606,"Zweites Deutsches Fernsehen (ZDF)"
57976,4606,"Zweites Deutsches Fernsehen (ZDF)"
651,306,"Twentieth Century Fox Film Corporation"
31955,8411,"Metro-Goldwyn-Mayer (MGM)"
20620,4,"Paramount Pictures"
18647,4,"Paramount Pictures"
11362,9195,"Touchstone Pictures"
2637,126,"Lakeshore Entertainment"
10229,6194,"Warner Bros."
35650,806,"Téléfilm Canada"
9606,882,"Toho Company"
11447,5358,Canal+
16550,12,"New Line Cinema"
34723,2,"Walt Disney Pictures"
31674,4,"Paramount Pictures"
52744,4,"Paramount Pictures"
20009,3287,"Screen Gems"
2084,9349,Film4
29475,306,"Twentieth Century Fox Film Corporation"
11870,33,"Universal Pictures"
9884,6194,"Warner Bros."
11535,8411,"Metro-Goldwyn-Mayer (MGM)"
11212,306,"Twentieth Century Fox Film Corporation"
29887,5488,"Fox Film Corporation"
32484,306,"Twentieth Century Fox Film Corporation"
28345,306,"Twentieth Century Fox Film Corporation"
69928,5,"Columbia Pictures"
21845,306,"Twentieth Century Fox Film Corporation"
11528,306,"Twentieth Century Fox Film Corporation"
17130,4,"Paramount Pictures"
10592,8411,"Metro-Goldwyn-Mayer (MGM)"
8470,12,"New Line Cinema"
16690,2,"Walt Disney Pictures"
39939,43,"Fox Searchlight Pictures"
9272,306,"Twentieth Century Fox Film Corporation"
32499,8411,"Metro-Goldwyn-Mayer (MGM)"
33668,8411,"Metro-Goldwyn-Mayer (MGM)"
40687,306,"Twentieth Century Fox Film Corporation"
11698,4606,"Zweites Deutsches Fernsehen (ZDF)"
41357,6194,"Warner Bros."
14475,441,"Columbia Pictures Corporation"
43715,10330,"Universal International Pictures (UI)"
10052,33,"Universal Pictures"
11979,79,"Village Roadshow Pictures"
11979,6194,"Warner Bros."
23479,4,"Paramount Pictures"
66946,4,"Paramount Pictures"
19050,4,"Paramount Pictures"
614,6181,"Svensk Filmindustri (SF)"
121703,6,"RKO Radio Pictures"
2752,14,"Miramax Films"
2752,33,"Universal Pictures"
2752,10163,"Working Title Films"
29039,1950,"New World Pictures"
22910,1950,"New World Pictures"
42517,1950,"New World Pictures"
13225,306,"Twentieth Century Fox Film Corporation"
46717,4,"Paramount Pictures"
63510,5,"Columbia Pictures"
35614,6194,"Warner Bros."
18646,8411,"Metro-Goldwyn-Mayer (MGM)"
13950,12,"New Line Cinema"
2135,27,"DreamWorks SKG"
2135,6194,"Warner Bros."
15186,14,"Miramax Films"
965,6,"RKO Radio Pictures"
10889,5,"Columbia Pictures"
65262,8411,"Metro-Goldwyn-Mayer (MGM)"
10935,60,"United Artists"
44004,8411,"Metro-Goldwyn-Mayer (MGM)"
22288,6194,"Warner Bros."
119617,9266,"American International Pictures (AIP)"
29343,1950,"New World Pictures"
7988,33,"Universal Pictures"
27458,4,"Paramount Pictures"
14729,60,"United Artists"
75552,441,"Columbia Pictures Corporation"
38147,6194,"Warner Bros."
24032,6194,"Warner Bros."
425,306,"Twentieth Century Fox Film Corporation"
5851,79,"Village Roadshow Pictures"
5851,6194,"Warner Bros."
25014,694,StudioCanal
25014,5358,Canal+
25014,45970,"France 2 Cinéma"
15647,43,"Fox Searchlight Pictures"
18172,306,"Twentieth Century Fox Film Corporation"
24248,441,"Columbia Pictures Corporation"
14605,4,"Paramount Pictures"
17804,4,"Paramount Pictures"
31805,4,"Paramount Pictures"
13861,4,"Paramount Pictures"
29021,4,"Paramount Pictures"
10627,306,"Twentieth Century Fox Film Corporation"
41034,4,"Paramount Pictures"
15119,882,"Toho Company"
55792,41,"Orion Pictures"
12705,33,"Universal Pictures"
11006,33,"Universal Pictures"
15120,33,"Universal Pictures"
21629,441,"Columbia Pictures Corporation"
36586,12,"New Line Cinema"
6020,9195,"Touchstone Pictures"
29402,5,"Columbia Pictures"
15028,4,"Paramount Pictures"
9275,6194,"Warner Bros."
14635,2,"Walt Disney Pictures"
1791,201,Arte
1791,5358,Canal+
1791,18367,"Centre National de la Cinématographie (CNC)"
35651,5358,Canal+
35651,6916,"Arte France Cinéma"
35651,18367,"Centre National de la Cinématographie (CNC)"
62956,5358,Canal+
22784,9266,"American International Pictures (AIP)"
40814,1950,"New World Pictures"
5678,1950,"New World Pictures"
11560,306,"Twentieth Century Fox Film Corporation"
11560,508,"Regency Enterprises"
11560,10104,"New Regency Pictures"
34276,5,"Columbia Pictures"
11590,33,"Universal Pictures"
1537,4,"Paramount Pictures"
35080,35,"Lions Gate Films"
441,694,StudioCanal
8346,3268,"Home Box Office (HBO)"
14168,441,"Columbia Pictures Corporation"
32617,441,"Columbia Pictures Corporation"
31671,441,"Columbia Pictures Corporation"
2565,56,"Amblin Entertainment"
2565,6194,"Warner Bros."
45878,1950,"New World Pictures"
6393,915,"Hollywood Pictures"
12154,9195,"Touchstone Pictures"
11630,9195,"Touchstone Pictures"
21970,2,"Walt Disney Pictures"
11892,97,"Castle Rock Entertainment"
11892,6194,"Warner Bros."
9334,33,"Universal Pictures"
11470,12,"New Line Cinema"
16643,508,"Regency Enterprises"
16643,10104,"New Regency Pictures"
21220,9195,"Touchstone Pictures"
52717,94,"ARTE France Cinéma"
52717,5358,Canal+
11468,97,"Castle Rock Entertainment"
10164,41,"Orion Pictures"
62001,60,"United Artists"
28117,8411,"Metro-Goldwyn-Mayer (MGM)"
28384,559,"TriStar Pictures"
17168,4,"Paramount Pictures"
48482,4,"Paramount Pictures"
13201,60,"United Artists"
9689,27,"DreamWorks SKG"
557,5,"Columbia Pictures"
1815,60,"United Artists"
28289,441,"Columbia Pictures Corporation"
24767,2,"Walt Disney Pictures"
33796,559,"TriStar Pictures"
28466,441,"Columbia Pictures Corporation"
12227,2,"Walt Disney Pictures"
43643,2,"Walt Disney Pictures"
2251,508,"Regency Enterprises"
2251,711,"Fox 2000 Pictures"
2894,591,"France 3 Cinéma"
2894,5358,Canal+
2894,7981,Pathé
11240,181,"Channel Four Films"
11240,10163,"Working Title Films"
46592,5120,Mosfilm
45186,1950,"New World Pictures"
14117,6194,"Warner Bros."
38360,5120,Mosfilm
28907,8411,"Metro-Goldwyn-Mayer (MGM)"
39771,1950,"New World Pictures"
245,33,"Universal Pictures"
15417,6194,"Warner Bros."
11791,1314,"Hammer Film Productions"
28577,60,"United Artists"
23102,60,"United Artists"
9023,27,"DreamWorks SKG"
27834,60,"United Artists"
24010,306,"Twentieth Century Fox Film Corporation"
39435,441,"Columbia Pictures Corporation"
24005,306,"Twentieth Century Fox Film Corporation"
44800,4,"Paramount Pictures"
24014,306,"Twentieth Century Fox Film Corporation"
24008,306,"Twentieth Century Fox Film Corporation"
53229,441,"Columbia Pictures Corporation"
1936,306,"Twentieth Century Fox Film Corporation"
4614,4,"Paramount Pictures"
12277,33,"Universal Pictures"
15677,441,"Columbia Pictures Corporation"
36554,306,"Twentieth Century Fox Film Corporation"
48216,5358,Canal+
13153,306,"Twentieth Century Fox Film Corporation"
811,33,"Universal Pictures"
3132,9195,"Touchstone Pictures"
2501,33,"Universal Pictures"
9637,6194,"Warner Bros."
12100,8411,"Metro-Goldwyn-Mayer (MGM)"
10394,9349,Film4
27451,35,"Lions Gate Films"
15813,850,Eurimages
31591,4,"Paramount Pictures"
4993,4,"Paramount Pictures"
34130,4,"Paramount Pictures"
17898,4,"Paramount Pictures"
21635,4,"Paramount Pictures"
27945,306,"Twentieth Century Fox Film Corporation"
27225,4,"Paramount Pictures"
13909,6,"RKO Radio Pictures"
41805,915,"Hollywood Pictures"
35696,6194,"Warner Bros."
35696,10210,"Morgan Creek Productions"
11544,2,"Walt Disney Pictures"
180,27,"DreamWorks SKG"
180,56,"Amblin Entertainment"
180,306,"Twentieth Century Fox Film Corporation"
17710,4,"Paramount Pictures"
2022,12,"New Line Cinema"
2022,441,"Columbia Pictures Corporation"
11982,559,"TriStar Pictures"
27224,5,"Columbia Pictures"
12251,441,"Columbia Pictures Corporation"
88818,3324,"British Broadcasting Corporation (BBC)"
30114,559,"TriStar Pictures"
70489,559,"TriStar Pictures"
21972,306,"Twentieth Century Fox Film Corporation"
608,5,"Columbia Pictures"
608,56,"Amblin Entertainment"
608,441,"Columbia Pictures Corporation"
59387,2785,"Warner Bros. Animation"
17043,8411,"Metro-Goldwyn-Mayer (MGM)"
6278,9195,"Touchstone Pictures"
4147,27,"DreamWorks SKG"
4147,306,"Twentieth Century Fox Film Corporation"
14651,5358,Canal+
15096,441,"Columbia Pictures Corporation"
19731,1950,"New World Pictures"
49370,441,"Columbia Pictures Corporation"
14902,441,"Columbia Pictures Corporation"
11442,7405,"Dimension Films"
1364,694,StudioCanal
1364,9335,"Canal+ España"
8869,79,"Village Roadshow Pictures"
8869,6194,"Warner Bros."
8665,4,"Paramount Pictures"
8665,10104,"New Regency Pictures"
10996,5,"Columbia Pictures"
818,12,"New Line Cinema"
18357,2,"Walt Disney Pictures"
149445,441,"Columbia Pictures Corporation"
6404,9,Gaumont
6404,4606,"Zweites Deutsches Fernsehen (ZDF)"
19133,4,"Paramount Pictures"
43199,5,"Columbia Pictures"
43915,306,"Twentieth Century Fox Film Corporation"
23728,306,"Twentieth Century Fox Film Corporation"
3780,882,"Toho Company"
10786,441,"Columbia Pictures Corporation"
8764,4,"Paramount Pictures"
13908,5,"Columbia Pictures"
2675,9195,"Touchstone Pictures"
9488,7405,"Dimension Films"
9962,43,"Fox Searchlight Pictures"
9573,6194,"Warner Bros."
7451,5,"Columbia Pictures"
2750,60,"United Artists"
2750,2452,"UK Film Council"
2750,7981,Pathé
2750,9349,Film4
6173,5358,Canal+
6173,18367,"Centre National de la Cinématographie (CNC)"
6173,45970,"France 2 Cinéma"
10305,15671,"France 2 Cinéma"
10081,559,"TriStar Pictures"
11692,79,"Village Roadshow Pictures"
11692,97,"Castle Rock Entertainment"
9266,23,"Imagine Entertainment"
9266,33,"Universal Pictures"
30072,10146,"Focus Features"
9357,43,"Fox Searchlight Pictures"
12771,4,"Paramount Pictures"
9296,12,"New Line Cinema"
15070,14,"Miramax Films"
97447,5358,Canal+
97447,6916,"Arte France Cinéma"
97447,18367,"Centre National de la Cinématographie (CNC)"
10323,8411,"Metro-Goldwyn-Mayer (MGM)"
9595,306,"Twentieth Century Fox Film Corporation"
46878,6194,"Warner Bros."
24750,41,"Orion Pictures"
9941,9195,"Touchstone Pictures"
18639,306,"Twentieth Century Fox Film Corporation"
39833,306,"Twentieth Century Fox Film Corporation"
32858,441,"Columbia Pictures Corporation"
3127,1314,"Hammer Film Productions"
10859,9195,"Touchstone Pictures"
32825,306,"Twentieth Century Fox Film Corporation"
13571,4,"Paramount Pictures"
20616,306,"Twentieth Century Fox Film Corporation"
16806,306,"Twentieth Century Fox Film Corporation"
10611,8411,"Metro-Goldwyn-Mayer (MGM)"
12770,5,"Columbia Pictures"
12770,23,"Imagine Entertainment"
4108,5358,Canal+
4108,6896,EuropaCorp
46466,5358,Canal+
46466,15671,"France 2 Cinéma"
9685,60,"United Artists"
16370,915,"Hollywood Pictures"
18913,9195,"Touchstone Pictures"
14361,9195,"Touchstone Pictures"
18943,9195,"Touchstone Pictures"
32685,9195,"Touchstone Pictures"
64079,8411,"Metro-Goldwyn-Mayer (MGM)"
33506,9195,"Touchstone Pictures"
41582,12,"New Line Cinema"
42633,4,"Paramount Pictures"
34086,9195,"Touchstone Pictures"
11504,12,"New Line Cinema"
23470,12,"New Line Cinema"
19049,8411,"Metro-Goldwyn-Mayer (MGM)"
5506,364,"The Rank Organisation"
32568,364,"The Rank Organisation"
29698,288,"BBC Films"
9034,43,"Fox Searchlight Pictures"
9093,4,"Paramount Pictures"
9093,14,"Miramax Films"
1958,83,"France 2 Cinéma"
11529,9195,"Touchstone Pictures"
10771,27,"DreamWorks SKG"
31005,9195,"Touchstone Pictures"
2110,6896,EuropaCorp
9533,33,"Universal Pictures"
9533,8411,"Metro-Goldwyn-Mayer (MGM)"
10575,14,"Miramax Films"
9260,6194,"Warner Bros."
1682,882,"Toho Company"
39462,882,"Toho Company"
18983,882,"Toho Company"
82545,5,"Columbia Pictures"
11868,1314,"Hammer Film Productions"
12921,8411,"Metro-Goldwyn-Mayer (MGM)"
19953,6194,"Warner Bros."
74899,4,"Paramount Pictures"
12719,4,"Paramount Pictures"
25001,441,"Columbia Pictures Corporation"
4989,441,"Columbia Pictures Corporation"
12590,7405,"Dimension Films"
13768,2,"Walt Disney Pictures"
10994,6194,"Warner Bros."
40815,5358,Canal+
8051,5,"Columbia Pictures"
8051,12,"New Line Cinema"
70443,83,"France 2 Cinéma"
70443,694,StudioCanal
70443,16804,"France 3 Cinema"
12779,3287,"Screen Gems"
15992,4,"Paramount Pictures"
15992,9195,"Touchstone Pictures"
565,27,"DreamWorks SKG"
21925,14,"Miramax Films"
37288,7036,"CJ Entertainment"
12647,9195,"Touchstone Pictures"
10285,12,"New Line Cinema"
11009,4,"Paramount Pictures"
10805,4,"Paramount Pictures"
40064,1314,"Hammer Film Productions"
17496,4,"Paramount Pictures"
5917,6194,"Warner Bros."
33670,6194,"Warner Bros."
47942,6194,"Warner Bros."
15668,33,"Universal Pictures"
30709,8411,"Metro-Goldwyn-Mayer (MGM)"
19429,441,"Columbia Pictures Corporation"
140413,33,"Universal Pictures"
36133,8411,"Metro-Goldwyn-Mayer (MGM)"
24124,14,"Miramax Films"
26560,33,"Universal Pictures"
26560,56,"Amblin Entertainment"
33016,1382,"PolyGram Filmed Entertainment"
19114,33,"Universal Pictures"
31679,306,"Twentieth Century Fox Film Corporation"
12579,3823,"TF1 Films Production"
85058,4,"Paramount Pictures"
25113,33,"Universal Pictures"
28893,1950,"New World Pictures"
24634,33,"Universal Pictures"
42149,6194,"Warner Bros."
37936,441,"Columbia Pictures Corporation"
73247,33,"Universal Pictures"
27016,4,"Paramount Pictures"
2264,7025,"Westdeutscher Rundfunk (WDR)"
21874,6194,"Warner Bros."
41394,6194,"Warner Bros."
63443,441,"Columbia Pictures Corporation"
39874,4,"Paramount Pictures"
19507,5,"Columbia Pictures"
42146,5,"Columbia Pictures"
17450,8411,"Metro-Goldwyn-Mayer (MGM)"
14269,12,"New Line Cinema"
9645,79,"Village Roadshow Pictures"
9645,6194,"Warner Bros."
9012,4,"Paramount Pictures"
13098,7405,"Dimension Films"
13440,33,"Universal Pictures"
41645,328,"TLA Releasing"
1360,14,"Miramax Films"
1360,35,"Lions Gate Films"
12208,441,"Columbia Pictures Corporation"
19662,60,"United Artists"
8427,441,"Columbia Pictures Corporation"
9021,2,"Walt Disney Pictures"
13526,694,StudioCanal
65,23,"Imagine Entertainment"
10167,3287,"Screen Gems"
672,6194,"Warner Bros."
33251,7036,"CJ Entertainment"
2165,35,"Lions Gate Films"
25037,364,"The Rank Organisation"
24909,694,StudioCanal
24909,1382,"PolyGram Filmed Entertainment"
1377,4,"Paramount Pictures"
2528,5358,Canal+
12716,9,Gaumont
12716,3823,"TF1 Films Production"
12717,9,Gaumont
12717,3823,"TF1 Films Production"
13888,441,"Columbia Pictures Corporation"
48524,3823,"TF1 Films Production"
10750,559,"TriStar Pictures"
25566,4,"Paramount Pictures"
109962,8411,"Metro-Goldwyn-Mayer (MGM)"
47888,41,"Orion Pictures"
47888,6194,"Warner Bros."
20472,1950,"New World Pictures"
14664,6194,"Warner Bros."
27997,306,"Twentieth Century Fox Film Corporation"
84735,6194,"Warner Bros."
47890,41,"Orion Pictures"
21515,4,"Paramount Pictures"
26325,8411,"Metro-Goldwyn-Mayer (MGM)"
17187,33,"Universal Pictures"
10426,12,"New Line Cinema"
8198,14,"Miramax Films"
13376,5,"Columbia Pictures"
15074,4,"Paramount Pictures"
2103,306,"Twentieth Century Fox Film Corporation"
9016,2,"Walt Disney Pictures"
16028,7405,"Dimension Films"
16028,10146,"Focus Features"
23303,559,"TriStar Pictures"
66091,5120,Mosfilm
42453,3166,"Walt Disney Productions"
9932,79,"Village Roadshow Pictures"
9932,6194,"Warner Bros."
7299,7405,"Dimension Films"
32273,3823,"TF1 Films Production"
32273,5358,Canal+
35343,235,"Nordisk Film"
35343,6181,"Svensk Filmindustri (SF)"
31695,8411,"Metro-Goldwyn-Mayer (MGM)"
76397,33,"Universal Pictures"
40952,12,"New Line Cinema"
38849,1950,"New World Pictures"
41760,306,"Twentieth Century Fox Film Corporation"
45840,6194,"Warner Bros."
16363,33,"Universal Pictures"
22023,33,"Universal Pictures"
171,9,Gaumont
25297,8411,"Metro-Goldwyn-Mayer (MGM)"
17590,6194,"Warner Bros."
13497,711,"Fox 2000 Pictures"
11852,9195,"Touchstone Pictures"
201,4,"Paramount Pictures"
2755,12,"New Line Cinema"
10856,9335,"Canal+ España"
121,12,"New Line Cinema"
1429,9195,"Touchstone Pictures"
13435,43,"Fox Searchlight Pictures"
3131,14,"Miramax Films"
2642,79,"Village Roadshow Pictures"
2642,97,"Castle Rock Entertainment"
14317,4,"Paramount Pictures"
11022,4,"Paramount Pictures"
11022,35,"Lions Gate Films"
9491,8411,"Metro-Goldwyn-Mayer (MGM)"
2149,8411,"Metro-Goldwyn-Mayer (MGM)"
32074,8411,"Metro-Goldwyn-Mayer (MGM)"
25848,60,"United Artists"
14931,41,"Orion Pictures"
11317,5,"Columbia Pictures"
4032,5,"Columbia Pictures"
4032,23,"Imagine Entertainment"
31804,60,"United Artists"
11706,4,"Paramount Pictures"
61578,83,"France 2 Cinéma"
61578,591,"France 3 Cinéma"
16993,441,"Columbia Pictures Corporation"
21332,5,"Columbia Pictures"
10599,14,"Miramax Films"
1574,14,"Miramax Films"
590,4,"Paramount Pictures"
590,14,"Miramax Films"
423,694,StudioCanal
423,5358,Canal+
262,306,"Twentieth Century Fox Film Corporation"
4912,14,"Miramax Films"
12090,306,"Twentieth Century Fox Film Corporation"
9582,8411,"Metro-Goldwyn-Mayer (MGM)"
10628,97,"Castle Rock Entertainment"
10628,6194,"Warner Bros."
11078,5,"Columbia Pictures"
77633,441,"Columbia Pictures Corporation"
598,856,"Wild Bunch"
598,10954,"Globo filmes"
43886,6,"RKO Radio Pictures"
11222,7025,"Westdeutscher Rundfunk (WDR)"
13199,33,"Universal Pictures"
26393,508,"Regency Enterprises"
26393,6194,"Warner Bros."
15278,33,"Universal Pictures"
14667,6194,"Warner Bros."
47263,4,"Paramount Pictures"
18692,4,"Paramount Pictures"
15734,4,"Paramount Pictures"
34148,10330,"Universal International Pictures (UI)"
20813,41,"Orion Pictures"
20813,6194,"Warner Bros."
53027,41,"Orion Pictures"
18894,4,"Paramount Pictures"
24742,41,"Orion Pictures"
5968,41,"Orion Pictures"
10727,79,"Village Roadshow Pictures"
9045,3823,"TF1 Films Production"
9045,5358,Canal+
14469,79,"Village Roadshow Pictures"
20663,5,"Columbia Pictures"
31916,441,"Columbia Pictures Corporation"
61807,14,"Miramax Films"
61807,3324,"British Broadcasting Corporation (BBC)"
29463,6194,"Warner Bros."
42795,3166,"Walt Disney Productions"
9358,12,"New Line Cinema"
