movie_id,director
72609,"John Ford"
117044,"John Ford"
114348,"John Ford"
20017,"Wim Wenders"
37412,"Edward Dmytryk"
23676,"Wim Wenders"
23676,"Spike Lee"
23676,"Werner Herzog"
75141,"J. Lee Thompson"
40630,"John Ford"
12172,"Werner Herzog"
43869,"John Ford"
36226,"Rainer Werner Fassbinder"
158800,"Mervyn LeRoy"
5038,"Woody Allen"
28273,"Yasujirō Ozu"
31922,"John Frankenheimer"
5592,"Claude Chabrol"
31018,"John Frankenheimer"
13637,"Takashi Miike"
43040,"John Ford"
18539,"John Ford"
47721,"Ingmar Bergman"
50759,"Yasujirō Ozu"
12412,"Spike Lee"
120481,"Henry Koster"
76406,"Wim Wenders"
59403,"Richard Thorpe"
30977,"Norman Taurog"
3580,"Clint Eastwood"
14943,"Takashi Miike"
52561,"John Ford"
3520,"Mario Monicelli"
37327,"John Ford"
54615,"John Ford"
44626,"Anatole Litvak"
43962,"Richard Thorpe"
109539,"John Ford"
116973,"John Ford"
13223,"Clint Eastwood"
120862,"George Cukor"
27991,"Roy Del Ruth"
86082,"Frank Capra"
86082,"Anatole Litvak"
79090,"Frank Capra"
112912,"Frank Capra"
112912,"Anatole Litvak"
159849,"Frank Capra"
159849,"Anatole Litvak"
28564,"W.S. Van Dyke"
51808,"Jean-Luc Godard"
51808,"Claude Chabrol"
86084,"Frank Capra"
86084,"Anatole Litvak"
162865,"Frank Capra"
162865,"Anatole Litvak"
250093,"Joseph Sargent"
46595,"Werner Herzog"
206034,"John Ford"
29117,"Michael Curtiz"
80314,"Takashi Miike"
42914,"Mervyn LeRoy"
62437,"Werner Herzog"
33811,"Anthony Mann"
99224,"Raoul Walsh"
51263,"Frank Capra"
121707,"Raoul Walsh"
42062,"Fritz Lang"
21967,"Yasujirō Ozu"
31404,"King Vidor"
83868,"Michael Curtiz"
17829,"Howard Hawks"
45560,"Rainer Werner Fassbinder"
50600,"Clarence Brown"
84119,"Anatole Litvak"
89484,"Vincente Minnelli"
19265,"Woody Allen"
42659,"Roy Del Ruth"
45184,"Vincente Minnelli"
84278,"Sidney Lumet"
76465,"Raoul Walsh"
99657,"Werner Herzog"
18281,"Anthony Mann"
43384,"Richard Thorpe"
29967,"Fritz Lang"
68692,"John Ford"
36108,"Wim Wenders"
21336,"Henry Hathaway"
52710,"Jean-Luc Godard"
57412,"Henry Hathaway"
8071,"Jean-Luc Godard"
53430,"Charlie Chaplin"
37317,"Raoul Walsh"
46768,"Lucio Fulci"
24561,"Takashi Miike"
126136,"King Vidor"
53423,"Charlie Chaplin"
71041,"Fritz Lang"
71171,"Henry Hathaway"
61647,"Henry Koster"
70555,"Fritz Lang"
11699,"Werner Herzog"
31002,"Albert Pyun"
25716,"Takashi Miike"
22954,"Clint Eastwood"
32634,"John Ford"
53161,"W.S. Van Dyke"
32615,"Sidney Lumet"
42206,"Rainer Werner Fassbinder"
96107,"King Vidor"
43876,"Anatole Litvak"
42564,"Howard Hawks"
179066,"W.S. Van Dyke"
55197,"Yasujirō Ozu"
44027,"Werner Herzog"
52229,"Michael Curtiz"
15807,"Howard Hawks"
22404,"Fritz Lang"
48609,"Blake Edwards"
17836,"Michael Curtiz"
46623,"Anthony Mann"
43333,"Henry Koster"
42683,"Michael Curtiz"
11324,"Martin Scorsese"
42586,"Blake Edwards"
42295,"Henry Hathaway"
119819,"William A. Wellman"
17277,"Anthony Mann"
61880,"Anthony Mann"
43012,"J. Lee Thompson"
48145,"Ingmar Bergman"
80196,"Lloyd Bacon"
49508,"Gordon Douglas"
24973,"Michael Curtiz"
38687,"Clarence Brown"
48336,"Wim Wenders"
48336,"Spike Lee"
184741,"Lloyd Bacon"
43327,"Henry Koster"
42669,"Mervyn LeRoy"
39459,"Lloyd Bacon"
55236,"Raoul Walsh"
26380,"Anatole Litvak"
44747,"Norman Taurog"
4461,"Anatole Litvak"
25832,"Jean-Luc Godard"
25832,"Robert Altman"
43517,"Michael Curtiz"
91727,"Richard Thorpe"
72272,"Claude Chabrol"
198600,"Roy Del Ruth"
89462,"Yasujirō Ozu"
28894,"Fritz Lang"
174784,"Norman Taurog"
112882,"Yasujirō Ozu"
44398,"Henry Hathaway"
25551,"Edward Dmytryk"
43879,"George Cukor"
32720,"Jean-Luc Godard"
28434,"Robert Wise"
42767,"Richard Thorpe"
43882,"Henry Koster"
99627,"Mervyn LeRoy"
38027,"Richard Fleischer"
1787,"Claude Chabrol"
42615,"Clarence Brown"
69847,"Henry Hathaway"
140172,"Albert Pyun"
2363,"Claude Chabrol"
69544,"Ingmar Bergman"
43449,"Michael Curtiz"
87267,"John Frankenheimer"
32921,"Michael Curtiz"
43849,"W.S. Van Dyke"
91470,"Michael Curtiz"
53209,"King Vidor"
24487,"Spike Lee"
36274,"Takashi Miike"
21564,"Fritz Lang"
52713,"Jean-Luc Godard"
98328,"Richard Thorpe"
43821,"Fritz Lang"
132883,"Lloyd Bacon"
115109,"Clarence Brown"
84701,"John Huston"
96451,"Spike Lee"
109466,"Albert Pyun"
32194,"King Vidor"
30630,"Clarence Brown"
101422,"J. Lee Thompson"
69119,"Lloyd Bacon"
66701,"William A. Wellman"
43804,"Fritz Lang"
8886,"Wim Wenders"
96172,"Norman Taurog"
40652,"Jean-Luc Godard"
43890,"W.S. Van Dyke"
43890,"Roy Del Ruth"
94959,"George Cukor"
706,"Rainer Werner Fassbinder"
38031,"Woody Allen"
43894,"W.S. Van Dyke"
27441,"Robert Altman"
10311,"Rainer Werner Fassbinder"
12482,"Rainer Werner Fassbinder"
52848,"Roy Del Ruth"
73348,"Edward Dmytryk"
44890,"Lloyd Bacon"
98364,"George Cukor"
52047,"Yasujirō Ozu"
27372,"Yasujirō Ozu"
44603,"Clint Eastwood"
49863,"Henry Koster"
43189,"Mervyn LeRoy"
3007,"Fritz Lang"
27563,"Michael Curtiz"
79591,"Jean-Luc Godard"
47065,"Albert Pyun"
64782,"Ingmar Bergman"
96118,"Ingmar Bergman"
61370,"Anthony Mann"
10140,"Michael Apted"
121238,"Norman Taurog"
26663,"Raoul Walsh"
86608,"William A. Wellman"
80572,"Clarence Brown"
45136,"Henry Koster"
130424,"Vincente Minnelli"
5562,"Claude Chabrol"
49296,"Georges Méliès"
195311,"Georges Méliès"
62567,"Julien Duvivier"
4266,"Claude Chabrol"
23282,"Buster Keaton"
23282,"Edward F. Cline"
38705,"Buster Keaton"
38705,"Edward F. Cline"
51143,"Ingmar Bergman"
51357,"Buster Keaton"
51357,"Edward F. Cline"
51358,"Buster Keaton"
51358,"Edward F. Cline"
161512,"Michael Curtiz"
51359,"Buster Keaton"
51359,"Edward F. Cline"
20531,"Yasujirō Ozu"
51360,"Buster Keaton"
50704,"Buster Keaton"
50704,"Edward F. Cline"
51362,"Buster Keaton"
51362,"Edward F. Cline"
25770,"Buster Keaton"
25770,"Edward F. Cline"
64605,"Henry Hathaway"
38742,"Buster Keaton"
38742,"Edward F. Cline"
84903,"George Cukor"
38830,"Buster Keaton"
37360,"Buster Keaton"
90968,"Clarence Brown"
88376,"Norman Taurog"
51364,"Buster Keaton"
51364,"Edward F. Cline"
51366,"Buster Keaton"
51366,"Edward F. Cline"
25862,"Anatole Litvak"
112284,"Clarence Brown"
38787,"Buster Keaton"
38787,"Edward F. Cline"
32319,"Rainer Werner Fassbinder"
89704,"Werner Herzog"
45807,"Buster Keaton"
45807,"Edward F. Cline"
51367,"Buster Keaton"
51367,"Edward F. Cline"
52844,"Roy Del Ruth"
51092,"Mario Monicelli"
122884,"Clarence Brown"
131781,"Norman Taurog"
120843,"George Cukor"
46260,"Gordon Douglas"
84295,"Norman Taurog"
91419,"Richard Thorpe"
112705,"Henry Koster"
84296,"W.S. Van Dyke"
150712,"W.S. Van Dyke"
31324,"W.S. Van Dyke"
15576,"Claude Chabrol"
92332,"Fritz Lang"
174958,"Fritz Lang"
37380,"Anthony Mann"
43526,"W.S. Van Dyke"
91459,"Martin Scorsese"
34944,"Raoul Walsh"
63702,"Fritz Lang"
54793,"Martin Scorsese"
104221,"Clarence Brown"
59490,"Werner Herzog"
93528,"George Cukor"
104430,"Michael Curtiz"
42815,"Howard Hawks"
42531,"Blake Edwards"
90406,"Robert Wise"
82460,"Sidney Lumet"
58857,"Takashi Miike"
30734,"Ingmar Bergman"
51141,"Ingmar Bergman"
39284,"Ingmar Bergman"
178587,"Richard Fleischer"
57698,"Lloyd Bacon"
99920,"Anatole Litvak"
76714,"Anatole Litvak"
30599,"Spike Lee"
43498,"Vincente Minnelli"
54083,"Jean-Luc Godard"
80639,"Mervyn LeRoy"
84099,"Lloyd Bacon"
92341,"King Vidor"
50012,"Jean-Luc Godard"
92667,"Michael Curtiz"
59436,"Woody Allen"
110628,"Anatole Litvak"
57276,"Wim Wenders"
85670,"Clarence Brown"
113653,"Ingmar Bergman"
97211,"Ingmar Bergman"
140995,"Anatole Litvak"
80027,"J. Lee Thompson"
39834,"Richard Fleischer"
80941,"Richard Thorpe"
94241,"Henry Hathaway"
95854,"Howard Hawks"
95854,"W.S. Van Dyke"
72449,"Blake Edwards"
52239,"Clarence Brown"
48627,"Norman Taurog"
35954,"Edward Dmytryk"
32691,"Jean-Luc Godard"
71982,"Joseph Sargent"
60899,"Ingmar Bergman"
72447,"Richard Fleischer"
42463,"Claude Chabrol"
42481,"Wim Wenders"
31303,"Claude Chabrol"
50072,"Frank Capra"
138341,"Mervyn LeRoy"
65673,"Martin Scorsese"
25894,"Richard Thorpe"
64318,"W.S. Van Dyke"
104602,"Blake Edwards"
36242,"Takashi Miike"
88271,"Yasujirō Ozu"
117412,"Yasujirō Ozu"
98635,"Yasujirō Ozu"
33470,"Martin Scorsese"
421510,"Martin Scorsese"
4938,"Anthony Mann"
109008,"Mervyn LeRoy"
31167,"Richard Fleischer"
103475,"Wim Wenders"
82260,"Roy Del Ruth"
125736,"Howard Hawks"
91961,"William A. Wellman"
105757,"Rainer Werner Fassbinder"
63025,"Lucio Fulci"
61645,"Henry Koster"
52847,"Norman Taurog"
162451,"Werner Herzog"
30014,"Fritz Lang"
43688,"William Beaudine"
37079,"Anthony Mann"
104449,"Robert Altman"
140003,"Werner Herzog"
47342,"Albert Pyun"
88794,"Clint Eastwood"
17578,"Steven Spielberg"
199072,"Henry Hathaway"
75964,"Martin Scorsese"
44826,"Martin Scorsese"
109435,"King Vidor"
185292,"John Ford"
77365,"Werner Herzog"
4790,"Claude Chabrol"
4195,"Claude Chabrol"
4809,"Henry Koster"
119564,"Edward F. Cline"
35543,"Anthony Mann"
57212,"Steven Spielberg"
405280,"Edward F. Cline"
82397,"William A. Wellman"
173456,"John Ford"
91781,"Robert Altman"
66488,"Robert Altman"
80046,"Howard Hawks"
52661,"John Frankenheimer"
111607,"Raoul Walsh"
39287,"Gordon Douglas"
82203,"Richard Fleischer"
111100,"Lloyd Bacon"
118955,"George Cukor"
184795,"Sidney Lumet"
260064,"William A. Wellman"
94741,"Richard Fleischer"
45971,"Fritz Lang"
86081,"Raoul Walsh"
76399,"Roger Corman"
94209,"Roy Del Ruth"
72338,"William A. Wellman"
96771,"Michael Curtiz"
80030,"Richard Thorpe"
59045,"Jean-Luc Godard"
55198,"Yasujirō Ozu"
53418,"Charlie Chaplin"
53420,"Charlie Chaplin"
53410,"Charlie Chaplin"
53403,"Charlie Chaplin"
53424,"Charlie Chaplin"
53414,"Charlie Chaplin"
53419,"Charlie Chaplin"
47650,"Charlie Chaplin"
3051,"J. Lee Thompson"
304375,"William A. Wellman"
242621,"Henry Hathaway"
106605,"Lloyd Bacon"
162284,"W.S. Van Dyke"
76011,"Henry Koster"
109018,"Richard Thorpe"
81836,"Woody Allen"
52906,"Vincente Minnelli"
68143,"Gordon Douglas"
100910,"Edward Dmytryk"
85836,"Takashi Miike"
42152,"Ingmar Bergman"
157903,"John Ford"
43599,"Roy Del Ruth"
4822,"Vincente Minnelli"
42203,"Rainer Werner Fassbinder"
168217,"John Ford"
131360,"John Ford"
48202,"Roger Corman"
131837,"Edward Dmytryk"
72479,"King Vidor"
116167,"Michael Apted"
82684,"Michael Apted"
72976,"Steven Spielberg"
110253,"King Vidor"
132961,"Robert Altman"
98536,"William A. Wellman"
83098,"Henry Koster"
43363,"Mervyn LeRoy"
51389,"Buster Keaton"
28790,"Albert Pyun"
147829,"W.S. Van Dyke"
138357,"Richard Thorpe"
27116,"Edward Dmytryk"
97353,"William Beaudine"
84328,"Spike Lee"
36244,"Takashi Miike"
53657,"Henry Hathaway"
126122,"Roy Del Ruth"
101557,"William A. Wellman"
198146,"Roy Del Ruth"
127509,"Spike Lee"
91694,"Takashi Miike"
51355,"Buster Keaton"
57993,"Edward Dmytryk"
55956,"Takashi Miike"
34269,"William A. Wellman"
53619,"Norman Taurog"
112823,"Jean-Luc Godard"
109962,"George Cukor"
100224,"Werner Herzog"
31715,"Spike Lee"
118059,"King Vidor"
48227,"Werner Herzog"
64143,"Henry Koster"
2077,"Charlie Chaplin"
18146,"Gordon Douglas"
53405,"Charlie Chaplin"
34977,"W.S. Van Dyke"
53392,"Charlie Chaplin"
53411,"Charlie Chaplin"
120892,"Clarence Brown"
43562,"Raoul Walsh"
108209,"Roy Del Ruth"
30183,"Gordon Douglas"
188468,"Mervyn LeRoy"
160588,"Woody Allen"
26622,"Michael Apted"
22924,"Richard Fleischer"
212994,"Werner Herzog"
50346,"Albert Pyun"
215134,"Michael Apted"
96252,"Richard Thorpe"
168496,"Anatole Litvak"
176734,"George Cukor"
53417,"Charlie Chaplin"
37463,"Roy Del Ruth"
28735,"Roger Corman"
43678,"Charlie Chaplin"
50775,"Charlie Chaplin"
28484,"Raoul Walsh"
27232,"Lucio Fulci"
118948,"William Beaudine"
249333,"Lloyd Bacon"
3149,"William Beaudine"
197926,"Gordon Douglas"
174988,"Roy Del Ruth"
42461,"Wim Wenders"
129405,"Joseph Sargent"
106646,"Martin Scorsese"
47794,"Claude Chabrol"
164123,"Robert Wise"
87516,"Spike Lee"
210041,"Spike Lee"
45241,"Henry Koster"
58061,"Lucio Fulci"
150249,"W.S. Van Dyke"
90966,"William A. Wellman"
193638,"Michael Curtiz"
4949,"Roger Corman"
33031,"Clarence Brown"
40352,"Lucio Fulci"
32996,"Norman Taurog"
99608,"Frank Capra"
61501,"Gordon Douglas"
43042,"Henry Koster"
81699,"George Cukor"
172913,"William A. Wellman"
100632,"Roy Del Ruth"
121074,"Mervyn LeRoy"
121695,"W.S. Van Dyke"
41552,"Richard Thorpe"
120509,"Raoul Walsh"
31950,"Edward Dmytryk"
27196,"Michael Apted"
391069,"Steven Spielberg"
56533,"Gordon Douglas"
25706,"Albert Pyun"
24006,"Henry Hathaway"
24006,"Howard Hawks"
24006,"Henry Koster"
45588,"Clarence Brown"
172340,"Sidney Lumet"
166621,"Michael Curtiz"
43857,"Roy Del Ruth"
80918,"Roy Del Ruth"
54752,"Michael Apted"
120837,"Roy Del Ruth"
10244,"Rainer Werner Fassbinder"
41847,"Sidney Lumet"
120852,"Takashi Miike"
148021,"Mervyn LeRoy"
46615,"William A. Wellman"
209451,"Clint Eastwood"
212899,"Clarence Brown"
120673,"King Vidor"
29058,"Roger Corman"
43499,"William A. Wellman"
43257,"Norman Taurog"
108003,"Gordon Douglas"
118953,"William Beaudine"
53865,"Michael Curtiz"
53425,"Charlie Chaplin"
229297,"Woody Allen"
64129,"Henry Koster"
44022,"Richard Fleischer"
32142,"Gordon Douglas"
40951,"William Beaudine"
242683,"George Cukor"
118245,"Roy Del Ruth"
269710,"John Ford"
166643,"John Ford"
26376,"Anatole Litvak"
94069,"Umberto Lenzi"
54561,"Mario Monicelli"
110887,"Howard Hawks"
295507,"Roy Del Ruth"
190859,"Clint Eastwood"
50079,"Clarence Brown"
118257,"Wim Wenders"
169883,"Richard Thorpe"
43398,"Richard Thorpe"
62655,"Vincente Minnelli"
76207,"Claude Chabrol"
2813,"Claude Chabrol"
86616,"John Frankenheimer"
39239,"Jean-Luc Godard"
26298,"Jean-Luc Godard"
61415,"Jean-Luc Godard"
65612,"Jean-Luc Godard"
53412,"Charlie Chaplin"
53406,"Charlie Chaplin"
53387,"Charlie Chaplin"
122047,"Frank Capra"
43863,"W.S. Van Dyke"
95874,"George Cukor"
140276,"Howard Hawks"
72103,"Richard Thorpe"
156317,"Michael Curtiz"
148326,"Edward F. Cline"
180427,"Lloyd Bacon"
188066,"Clarence Brown"
264309,"Clarence Brown"
130813,"Lloyd Bacon"
44888,"Edward Dmytryk"
99258,"Edward F. Cline"
29032,"Roger Corman"
56154,"Norman Taurog"
34623,"Michael Curtiz"
130474,"John Ford"
42734,"Henry Koster"
77412,"Clarence Brown"
33001,"William A. Wellman"
43075,"Michael Curtiz"
56152,"Henry Hathaway"
66707,"Henry Hathaway"
34651,"Anthony Mann"
143092,"Norman Taurog"
164073,"Henry Hathaway"
121250,"Mervyn LeRoy"
111750,"Henry Hathaway"
99922,"Frank Capra"
252721,"J. Lee Thompson"
17135,"Albert Pyun"
212950,"Edward Dmytryk"
118134,"Edward F. Cline"
81116,"Raoul Walsh"
243856,"Albert Pyun"
71841,"Albert Pyun"
131944,"Michael Curtiz"
280495,"Albert Pyun"
123868,"Robert Wise"
88253,"Albert Pyun"
168408,"Raoul Walsh"
40474,"Umberto Lenzi"
19338,"Joseph Sargent"
43968,"Richard Thorpe"
124115,"Michael Curtiz"
98010,"Michael Curtiz"
162059,"Michael Curtiz"
105404,"Sidney Lumet"
265297,"Wim Wenders"
33709,"Raoul Walsh"
111317,"Gordon Douglas"
216736,"Mario Monicelli"
48714,"Martin Scorsese"
48717,"Martin Scorsese"
199925,"Takashi Miike"
38183,"John Frankenheimer"
78358,"Vincente Minnelli"
86240,"John Frankenheimer"
114982,"Jean-Luc Godard"
118139,"William A. Wellman"
61411,"Richard Fleischer"
86901,"William Beaudine"
68659,"John Frankenheimer"
47914,"J. Lee Thompson"
70738,"William A. Wellman"
287299,"Spike Lee"
213955,"William Beaudine"
248553,"Frank Capra"
290379,"Clarence Brown"
74420,"Gordon Douglas"
26385,"Gordon Douglas"
117004,"W.S. Van Dyke"
29996,"King Vidor"
75958,"Umberto Lenzi"
120657,"King Vidor"
48409,"Michael Curtiz"
90956,"William Beaudine"
107999,"Norman Taurog"
52627,"Albert Pyun"
17885,"Anatole Litvak"
99234,"William A. Wellman"
116639,"Edward F. Cline"
36283,"Blake Edwards"
60853,"Michael Curtiz"
215299,"Henry Koster"
60173,"Albert Pyun"
107096,"Albert Pyun"
37608,"Richard Fleischer"
171130,"Roy Del Ruth"
176627,"Lloyd Bacon"
128598,"Albert Pyun"
32560,"Gordon Douglas"
33077,"Mervyn LeRoy"
146926,"Albert Pyun"
81396,"Michael Curtiz"
213443,"Richard Thorpe"
39494,"Michael Curtiz"
79735,"Henry Hathaway"
79466,"Joseph Sargent"
113582,"Joseph Sargent"
96131,"Joseph Sargent"
221144,"Joseph Sargent"
133148,"Joseph Sargent"
83849,"Joseph Sargent"
98130,"Joseph Sargent"
51681,"Joseph Sargent"
281215,"Joseph Sargent"
297668,"Joseph Sargent"
266314,"Joseph Sargent"
69898,"Joseph Sargent"
129251,"Joseph Sargent"
108259,"Joseph Sargent"
263032,"Joseph Sargent"
15759,"Joseph Sargent"
50299,"Joseph Sargent"
19496,"Joseph Sargent"
27137,"Joseph Sargent"
184936,"William A. Wellman"
153997,"Gordon Douglas"
55603,"William Beaudine"
128229,"Frank Capra"
68976,"Richard Thorpe"
147876,"Raoul Walsh"
82257,"Roy Del Ruth"
128048,"Raoul Walsh"
74529,"Gordon Douglas"
43151,"W.S. Van Dyke"
80320,"Richard Fleischer"
227402,"William Beaudine"
43880,"W.S. Van Dyke"
53441,"Norman Taurog"
38134,"Albert Pyun"
108812,"Robert Wise"
43310,"Raoul Walsh"
27635,"Anthony Mann"
34768,"Richard Thorpe"
43696,"Clarence Brown"
25807,"Roy Del Ruth"
122894,"Albert Pyun"
43458,"Norman Taurog"
45099,"Mario Monicelli"
118444,"Norman Taurog"
178341,"Michael Curtiz"
103119,"Robert Wise"
87123,"Mervyn LeRoy"
129553,"George Cukor"
56151,"Julien Duvivier"
157343,"Mervyn LeRoy"
46434,"Michael Curtiz"
91796,"J. Lee Thompson"
111910,"Sidney Lumet"
111477,"Michael Curtiz"
95359,"Robert Wise"
95012,"Gordon Douglas"
94831,"Lloyd Bacon"
102526,"Richard Thorpe"
178103,"John Ford"
95137,"W.S. Van Dyke"
84337,"Raoul Walsh"
72160,"Gordon Douglas"
105059,"Richard Thorpe"
26714,"Mervyn LeRoy"
62188,"William A. Wellman"
75799,"John Huston"
68191,"Richard Thorpe"
38556,"Richard Fleischer"
37123,"Raoul Walsh"
43365,"Henry Koster"
102195,"Gordon Douglas"
50117,"John Huston"
103938,"Howard Hawks"
49308,"Yasujirō Ozu"
75770,"Michael Curtiz"
72400,"Julien Duvivier"
44342,"Georges Méliès"
67443,"Julien Duvivier"
92257,"Julien Duvivier"
61523,"Clarence Brown"
56233,"Mario Monicelli"
102691,"Werner Herzog"
186629,"Dino Risi"
31293,"Dino Risi"
103613,"Jean-Luc Godard"
90358,"Gordon Douglas"
46510,"Edward F. Cline"
46510,"Buster Keaton"
2993,"Lucio Fulci"
246127,"Wim Wenders"
2963,"Georges Méliès"
221395,"King Vidor"
51434,"John Frankenheimer"
15469,"Anatole Litvak"
156329,"Michael Curtiz"
100351,"Gordon Douglas"
43913,"Albert Pyun"
278316,"Spike Lee"
35852,"Edward Dmytryk"
26503,"Lucio Fulci"
39992,"Lucio Fulci"
48846,"Lucio Fulci"
31899,"Lloyd Bacon"
204686,"Richard Thorpe"
84708,"Edward Dmytryk"
107184,"Umberto Lenzi"
182067,"Umberto Lenzi"
254321,"Umberto Lenzi"
2192,"Umberto Lenzi"
110260,"Umberto Lenzi"
229134,"Umberto Lenzi"
49212,"Umberto Lenzi"
28318,"Umberto Lenzi"
30997,"Umberto Lenzi"
28678,"Umberto Lenzi"
52809,"Umberto Lenzi"
50849,"Umberto Lenzi"
52810,"Umberto Lenzi"
53155,"Umberto Lenzi"
94809,"Umberto Lenzi"
52808,"Umberto Lenzi"
28489,"Umberto Lenzi"
105859,"Umberto Lenzi"
3701,"Umberto Lenzi"
28488,"Umberto Lenzi"
68146,"Umberto Lenzi"
3699,"Umberto Lenzi"
64630,"Umberto Lenzi"
105079,"Umberto Lenzi"
64525,"Umberto Lenzi"
145002,"Umberto Lenzi"
183832,"King Vidor"
50106,"Wim Wenders"
42156,"Wim Wenders"
77352,"Wim Wenders"
147287,"Rainer Werner Fassbinder"
127142,"Rainer Werner Fassbinder"
257084,"Frank Capra"
257084,"John Huston"
82465,"Sidney Lumet"
119687,"J. Lee Thompson"
43112,"J. Lee Thompson"
20806,"J. Lee Thompson"
247451,"J. Lee Thompson"
261419,"J. Lee Thompson"
75336,"Dino Risi"
66135,"Claude Chabrol"
43419,"Henry Hathaway"
14755,"Sidney Lumet"
82114,"Mario Monicelli"
103216,"Mario Monicelli"
56369,"Dino Risi"
58404,"Dino Risi"
186630,"Dino Risi"
81871,"Dino Risi"
61911,"Mario Monicelli"
48937,"Dino Risi"
80374,"Mario Monicelli"
175553,"Frank Capra"
45004,"Mario Monicelli"
45004,"Dino Risi"
28796,"Takashi Miike"
22390,"Norman Taurog"
32480,"Mario Monicelli"
146132,"Mario Monicelli"
221717,"Mario Monicelli"
56343,"Dino Risi"
56340,"Dino Risi"
56435,"Dino Risi"
79025,"Mario Monicelli"
44461,"Jean-Luc Godard"
79838,"Werner Herzog"
32323,"Buster Keaton"
45948,"Jean-Luc Godard"
58011,"Mario Monicelli"
102038,"Gordon Douglas"
197491,"Norman Taurog"
29260,"Richard Fleischer"
43533,"Anthony Mann"
116997,"Dino Risi"
12578,"Rainer Werner Fassbinder"
101183,"Claude Chabrol"
282984,"Woody Allen"
162954,"Yasujirō Ozu"
38812,"Buster Keaton"
38812,"Edward F. Cline"
49321,"Mario Monicelli"
64822,"Mario Monicelli"
283127,"Takashi Miike"
353653,"John Frankenheimer"
137984,"Michael Apted"
49273,"Georges Méliès"
130296,"John Huston"
175386,"Raoul Walsh"
97991,"George Cukor"
43142,"Raoul Walsh"
113638,"W.S. Van Dyke"
274906,"Martin Scorsese"
86990,"John Huston"
23388,"John Huston"
85820,"Robert Wise"
180900,"Takashi Miike"
78572,"Jean-Luc Godard"
357935,"John Frankenheimer"
263570,"John Frankenheimer"
5804,"Martin Scorsese"
96701,"Georges Méliès"
215302,"Richard Thorpe"
157843,"Werner Herzog"
65092,"Ingmar Bergman"
72898,"Jean-Luc Godard"
72898,"Claude Chabrol"
340488,"Werner Herzog"
68730,"Martin Scorsese"
296098,"Steven Spielberg"
326755,"Dino Risi"
63071,"Dino Risi"
65480,"Dino Risi"
63229,"Dino Risi"
72279,"Dino Risi"
59139,"Dino Risi"
195812,"Dino Risi"
194485,"Dino Risi"
65573,"Dino Risi"
92572,"Dino Risi"
56287,"Dino Risi"
61829,"Dino Risi"
82368,"Dino Risi"
92586,"Dino Risi"
76575,"Dino Risi"
45005,"Dino Risi"
111460,"Mervyn LeRoy"
49456,"Jean-Luc Godard"
53416,"Charlie Chaplin"
13707,"Charlie Chaplin"
2079,"Charlie Chaplin"
2078,"Charlie Chaplin"
45555,"Werner Herzog"
176143,"Edward Dmytryk"
120615,"Richard Fleischer"
92819,"Edward Dmytryk"
117435,"Clarence Brown"
55240,"Raoul Walsh"
57578,"J. Lee Thompson"
79506,"Lucio Fulci"
107081,"Lucio Fulci"
81654,"Lucio Fulci"
40141,"Lucio Fulci"
30552,"Lucio Fulci"
30872,"Lucio Fulci"
40461,"Lucio Fulci"
47453,"Lucio Fulci"
40145,"Lucio Fulci"
28848,"Lucio Fulci"
27703,"Lucio Fulci"
42326,"Lucio Fulci"
28847,"Lucio Fulci"
113255,"Werner Herzog"
36880,"Werner Herzog"
139945,"Werner Herzog"
39016,"Norman Taurog"
85262,"Edward F. Cline"
117999,"Sidney Lumet"
247780,"William A. Wellman"
49907,"Mario Monicelli"
67177,"Mario Monicelli"
107812,"Mario Monicelli"
198474,"Mario Monicelli"
183964,"Mario Monicelli"
24195,"Mario Monicelli"
71995,"Mario Monicelli"
274131,"Mario Monicelli"
62034,"Mario Monicelli"
220565,"Mario Monicelli"
217648,"Mario Monicelli"
63074,"Mario Monicelli"
84844,"Anthony Mann"
128899,"King Vidor"
36789,"Edward F. Cline"
340275,"Spike Lee"
30982,"Charlie Chaplin"
338438,"Umberto Lenzi"
89645,"William Beaudine"
143437,"Jean-Luc Godard"
89145,"William Beaudine"
99729,"William A. Wellman"
74436,"Raoul Walsh"
110457,"William Beaudine"
43856,"Henry Koster"
5953,"Anatole Litvak"
266249,"Anatole Litvak"
354105,"Anatole Litvak"
258384,"Anatole Litvak"
259325,"Anatole Litvak"
61046,"Anatole Litvak"
159849,"Frank Capra"
159849,"Anatole Litvak"
193321,"Anatole Litvak"
106495,"Michael Curtiz"
193439,"William Beaudine"
153444,"Julien Duvivier"
184819,"Julien Duvivier"
84248,"Julien Duvivier"
42690,"Julien Duvivier"
115162,"Julien Duvivier"
5067,"Julien Duvivier"
84035,"Julien Duvivier"
76777,"Julien Duvivier"
76775,"Julien Duvivier"
76772,"Julien Duvivier"
147360,"Julien Duvivier"
4709,"Julien Duvivier"
68754,"Julien Duvivier"
43462,"Julien Duvivier"
116712,"Julien Duvivier"
64418,"Julien Duvivier"
92254,"Julien Duvivier"
169479,"Julien Duvivier"
105549,"Julien Duvivier"
47612,"Julien Duvivier"
92413,"Julien Duvivier"
214600,"Julien Duvivier"
373451,"Spike Lee"
360030,"Werner Herzog"
76200,"Claude Chabrol"
342381,"Martin Scorsese"
257081,"John Ford"
126219,"Yasujirō Ozu"
217172,"Anthony Mann"
47239,"Rainer Werner Fassbinder"
